tenure,MonthlyCharges,TotalCharges,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,MonthlyChargeRatio,churn_binary
61,98.3,6066.55,Male,1,Yes,No,Yes,Yes,Fiber optic,97.84758064516129,0
3,76.95,228.4,Male,0,No,No,Yes,Yes,Fiber optic,57.1,1
13,19.45,270.2,Male,0,No,No,Yes,No,No,19.3,0
16,96.15,1529.2,Female,1,No,No,Yes,Yes,Fiber optic,89.95294117647059,1
3,58.7,168.6,Female,0,Yes,Yes,Yes,No,DSL,42.15,0
25,20.15,536.35,Male,0,No,No,Yes,No,No,20.628846153846155,0
30,64.5,1888.45,Male,0,No,No,Yes,Yes,DSL,60.917741935483875,0
21,28.5,629.35,Female,0,Yes,No,No,No phone service,DSL,28.606818181818184,0
1,45.3,45.3,Male,0,No,No,Yes,No,DSL,22.65,1
15,19.4,289.3,Female,0,No,No,Yes,No,No,18.08125,1
23,90.45,2117.25,Male,1,Yes,No,Yes,No,Fiber optic,88.21875,0
45,105.15,4730.9,Female,0,Yes,Yes,Yes,Yes,Fiber optic,102.84565217391304,0
24,83.15,2033.05,Female,0,Yes,Yes,Yes,Yes,Fiber optic,81.322,0
11,90.15,987.95,Female,0,No,No,Yes,Yes,Fiber optic,82.32916666666667,1
1,45.05,45.05,Male,0,No,No,Yes,No,DSL,22.525,1
56,103.2,5744.35,Female,0,Yes,No,Yes,Yes,Fiber optic,100.7780701754386,0
1,75.8,75.8,Female,0,No,No,Yes,No,Fiber optic,37.9,1
1,19.45,19.45,Male,0,No,No,Yes,No,No,9.725,0
7,79.3,523.15,Female,0,No,No,Yes,No,Fiber optic,65.39375,1
55,88.8,4805.3,Female,1,Yes,No,Yes,No,Fiber optic,85.80892857142858,0
2,30.9,59.05,Female,0,No,No,No,No phone service,DSL,19.683333333333334,1
72,85.9,6110.75,Female,0,Yes,Yes,Yes,Yes,DSL,83.70890410958904,0
45,34.2,1596.6,Female,1,No,No,No,No phone service,DSL,34.70869565217391,0
47,20.15,1046.2,Female,0,No,No,Yes,No,No,21.795833333333334,0
46,95.25,4424.2,Female,1,No,No,Yes,No,Fiber optic,94.13191489361702,1
2,50.3,92.75,Male,0,No,No,Yes,No,DSL,30.916666666666668,0
2,80.15,194.55,Female,0,Yes,No,Yes,No,Fiber optic,64.85000000000001,0
12,51.25,612.1,Female,0,Yes,No,Yes,No,DSL,47.08461538461539,0
68,89.6,6127.6,Female,1,Yes,No,Yes,Yes,Fiber optic,88.80579710144929,1
69,95.2,6671.7,Male,0,Yes,Yes,Yes,No,Fiber optic,95.31,0
56,94.8,5264.3,Male,1,No,Yes,Yes,No,Fiber optic,92.3561403508772,0
4,80.25,303.7,Female,1,No,No,Yes,Yes,Fiber optic,60.739999999999995,0
64,76.1,4818.8,Male,0,Yes,No,Yes,Yes,DSL,74.13538461538462,0
59,110.15,6448.05,Male,0,Yes,No,Yes,Yes,Fiber optic,107.4675,1
62,115.55,7159.05,Male,0,Yes,Yes,Yes,Yes,Fiber optic,113.63571428571429,0
63,24.65,1574.5,Male,0,Yes,Yes,Yes,Yes,No,24.6015625,0
53,53.6,2879.2,Female,0,No,No,No,No phone service,DSL,53.318518518518516,0
5,19.45,86.05,Male,0,Yes,Yes,Yes,No,No,14.341666666666667,0
49,88.2,4159.45,Male,1,Yes,No,Yes,Yes,Fiber optic,83.189,0
62,101.15,6638.35,Female,0,Yes,Yes,Yes,Yes,Fiber optic,105.37063492063493,0
55,56.8,3112.05,Female,0,Yes,No,Yes,No,DSL,55.572321428571435,0
71,99.4,7168.25,Female,1,Yes,No,Yes,No,Fiber optic,99.55902777777777,0
72,20.1,1326.25,Female,0,Yes,Yes,Yes,No,No,18.16780821917808,0
36,60.7,2234.55,Male,0,Yes,Yes,No,No phone service,DSL,60.39324324324325,0
25,20.95,495.15,Male,0,Yes,No,Yes,No,No,19.04423076923077,0
72,114.85,8317.95,Female,1,Yes,No,Yes,Yes,Fiber optic,113.94452054794522,0
36,19.25,679.8,Female,0,No,No,Yes,No,No,18.37297297297297,0
1,62.8,62.8,Male,0,No,No,Yes,No,DSL,31.4,0
72,105.5,7544.0,Female,0,Yes,No,Yes,Yes,Fiber optic,103.34246575342466,0
59,19.85,1188.25,Male,0,Yes,Yes,Yes,No,No,19.804166666666667,0
7,89.5,676.7,Male,1,Yes,No,Yes,No,Fiber optic,84.5875,1
1,74.1,74.1,Female,0,No,No,Yes,No,DSL,37.05,0
30,107.5,3242.5,Female,0,Yes,Yes,Yes,Yes,Fiber optic,104.59677419354838,0
64,19.55,1240.15,Male,0,No,No,Yes,No,No,19.079230769230772,0
63,68.8,4111.35,Male,0,No,No,Yes,Yes,DSL,64.23984375,0
72,84.45,5899.85,Male,1,Yes,No,Yes,Yes,DSL,80.81986301369864,0
8,75.0,632.95,Male,0,Yes,No,Yes,No,Fiber optic,70.32777777777778,1
62,84.5,5193.2,Female,0,No,No,Yes,Yes,DSL,82.43174603174603,0
67,111.2,7530.8,Male,0,Yes,Yes,Yes,Yes,Fiber optic,110.74705882352941,0
6,44.75,270.95,Male,0,No,No,Yes,No,DSL,38.707142857142856,1
70,80.6,5460.2,Female,0,Yes,Yes,Yes,Yes,DSL,76.90422535211268,0
20,80.7,1614.2,Female,1,No,No,Yes,No,Fiber optic,76.86666666666667,0
5,75.6,402.5,Female,0,No,No,Yes,Yes,Fiber optic,67.08333333333333,0
24,57.6,1367.75,Female,0,Yes,Yes,No,No phone service,DSL,54.71,0
11,44.05,483.7,Female,0,Yes,No,Yes,No,DSL,40.30833333333333,1
72,110.6,7962.2,Male,0,Yes,No,Yes,Yes,Fiber optic,109.07123287671233,0
66,58.2,3810.8,Female,0,Yes,Yes,Yes,No,DSL,56.87761194029851,0
45,81.0,3533.6,Female,0,Yes,Yes,Yes,No,DSL,76.81739130434782,0
69,19.7,1396.9,Female,0,Yes,Yes,Yes,No,No,19.955714285714286,0
15,85.6,1345.55,Male,1,Yes,No,Yes,Yes,Fiber optic,84.096875,1
28,59.55,1646.45,Female,0,No,No,Yes,No,DSL,56.77413793103448,0
70,115.55,8127.6,Female,0,No,No,Yes,Yes,Fiber optic,114.47323943661972,1
36,75.55,2680.15,Female,0,No,No,Yes,No,DSL,72.43648648648649,0
16,86.6,1281.0,Male,1,No,No,Yes,Yes,Fiber optic,75.3529411764706,1
18,85.2,1553.9,Female,0,No,No,Yes,Yes,Fiber optic,81.78421052631579,1
34,97.65,3207.55,Female,0,Yes,No,Yes,Yes,Fiber optic,91.64428571428572,1
42,45.1,2049.05,Male,0,Yes,Yes,No,No phone service,DSL,47.65232558139535,0
48,70.95,3629.2,Male,0,No,No,Yes,Yes,DSL,74.06530612244897,0
47,109.55,5124.55,Male,0,Yes,No,Yes,Yes,Fiber optic,106.76145833333334,1
39,89.55,3474.45,Female,0,Yes,Yes,Yes,Yes,Fiber optic,86.86125,1
11,20.9,202.3,Female,0,Yes,Yes,Yes,No,No,16.858333333333334,0
7,19.95,147.5,Male,0,No,No,Yes,No,No,18.4375,0
3,24.6,86.35,Female,0,No,No,Yes,Yes,No,21.5875,0
8,66.7,579.0,Male,0,No,No,Yes,No,DSL,64.33333333333333,0
1,19.45,19.45,Male,0,No,Yes,Yes,No,No,9.725,1
32,94.8,3131.55,Male,0,Yes,Yes,Yes,No,Fiber optic,94.89545454545456,0
60,65.85,3928.3,Male,0,Yes,Yes,Yes,No,DSL,64.3983606557377,0
10,19.95,187.75,Female,0,Yes,No,Yes,No,No,17.068181818181817,0
71,24.65,1710.15,Female,0,Yes,No,Yes,Yes,No,23.752083333333335,0
4,20.35,76.35,Female,0,Yes,Yes,Yes,No,No,15.27,1
1,69.25,69.25,Female,1,No,No,Yes,No,Fiber optic,34.625,1
43,51.25,2151.6,Female,0,Yes,Yes,No,No phone service,DSL,48.9,0
59,99.5,5961.1,Male,0,Yes,No,Yes,Yes,Fiber optic,99.35166666666667,1
23,54.25,1221.55,Female,0,Yes,No,Yes,No,DSL,50.89791666666667,0
72,19.4,1496.45,Female,0,Yes,No,Yes,No,No,20.49931506849315,0
22,56.25,1292.2,Male,0,Yes,No,Yes,No,DSL,56.18260869565218,0
1,25.15,25.15,Female,0,No,No,No,No phone service,DSL,12.575,0
69,23.95,1713.1,Male,0,No,No,Yes,Yes,No,24.47285714285714,0
50,35.4,1748.9,Male,0,No,No,No,No phone service,DSL,34.2921568627451,0
1,25.2,25.2,Female,1,No,No,No,No phone service,DSL,12.6,1
2,45.0,96.45,Male,0,No,No,Yes,No,DSL,32.15,1
15,75.35,1114.55,Female,0,Yes,No,Yes,No,Fiber optic,69.659375,0
31,20.4,609.1,Male,0,No,No,Yes,No,No,19.034375,0
1,20.15,20.15,Male,0,No,No,Yes,No,No,10.075,1
66,105.0,7133.25,Male,0,Yes,No,Yes,Yes,Fiber optic,106.46641791044776,1
0,56.05,2283.3004408418656,Female,0,Yes,Yes,No,No phone service,DSL,2283.3004408418656,0
3,54.7,169.45,Male,0,No,Yes,Yes,No,DSL,42.3625,1
8,20.0,141.6,Female,0,No,No,Yes,No,No,15.733333333333333,0
64,73.05,4688.65,Male,0,Yes,Yes,Yes,No,DSL,72.13307692307691,0
28,20.5,563.05,Female,0,Yes,No,Yes,No,No,19.41551724137931,0
57,100.75,5985.0,Female,0,Yes,No,Yes,Yes,Fiber optic,103.1896551724138,0
14,87.25,1258.6,Female,0,Yes,Yes,Yes,Yes,Fiber optic,83.90666666666667,1
19,19.95,373.5,Male,0,No,No,Yes,No,No,18.675,0
10,79.95,857.2,Male,0,Yes,No,Yes,No,Fiber optic,77.92727272727274,1
51,49.65,2553.35,Female,0,Yes,No,No,No phone service,DSL,49.10288461538461,0
67,65.65,4322.85,Female,0,Yes,No,Yes,Yes,DSL,63.57132352941177,0
11,20.45,250.8,Male,0,Yes,Yes,Yes,No,No,20.900000000000002,0
72,60.95,4549.05,Male,0,Yes,Yes,No,No phone service,DSL,62.31575342465754,0
66,20.35,1359.5,Male,0,Yes,Yes,Yes,No,No,20.291044776119403,0
18,88.35,1639.3,Female,0,No,No,Yes,Yes,Fiber optic,86.27894736842104,1
9,19.5,178.85,Female,0,No,No,Yes,No,No,17.884999999999998,0
9,75.2,633.85,Female,0,No,No,Yes,Yes,Fiber optic,63.385000000000005,0
48,111.45,5315.1,Male,0,Yes,No,Yes,Yes,Fiber optic,108.47142857142858,0
10,70.15,735.5,Male,0,No,No,Yes,No,Fiber optic,66.86363636363636,0
9,94.75,889.9,Female,0,No,No,Yes,Yes,Fiber optic,88.99,1
13,95.05,1290.0,Female,1,No,No,Yes,Yes,Fiber optic,92.14285714285714,1
4,78.45,330.05,Male,0,No,No,Yes,Yes,Fiber optic,66.01,1
4,70.2,237.95,Male,0,No,No,Yes,No,Fiber optic,47.589999999999996,1
72,92.0,6474.4,Female,0,Yes,No,Yes,Yes,DSL,88.69041095890411,0
51,85.5,4421.95,Female,0,Yes,Yes,Yes,No,DSL,85.0375,0
59,41.05,2452.7,Male,0,Yes,No,No,No phone service,DSL,40.87833333333333,1
10,85.6,813.85,Male,0,Yes,No,Yes,Yes,Fiber optic,73.98636363636363,1
61,82.15,4904.85,Male,1,Yes,No,Yes,Yes,Fiber optic,79.11048387096774,0
54,84.4,4484.05,Male,0,No,No,Yes,No,Fiber optic,81.52818181818182,0
33,60.9,2033.85,Female,0,No,No,Yes,Yes,DSL,59.81911764705882,0
27,20.25,538.2,Female,0,No,No,Yes,No,No,19.22142857142857,0
1,79.2,79.2,Female,1,No,No,Yes,No,Fiber optic,39.6,1
23,95.3,2192.9,Male,0,No,No,Yes,No,Fiber optic,91.37083333333334,0
1,19.85,19.85,Male,0,No,Yes,Yes,No,No,9.925,0
45,84.35,3858.05,Male,0,Yes,Yes,Yes,No,DSL,83.87065217391304,0
39,19.85,854.8,Female,0,Yes,Yes,Yes,No,No,21.369999999999997,0
5,70.0,347.4,Male,0,No,No,Yes,No,DSL,57.9,1
72,82.3,5815.15,Male,0,Yes,Yes,Yes,Yes,DSL,79.65958904109588,0
58,66.8,3970.4,Female,0,Yes,Yes,Yes,Yes,DSL,67.2949152542373,0
70,44.6,3058.15,Female,0,No,No,No,No phone service,DSL,43.072535211267606,0
61,98.45,6145.2,Male,0,Yes,Yes,Yes,No,Fiber optic,99.11612903225806,0
2,70.7,129.2,Male,0,No,No,Yes,No,Fiber optic,43.06666666666666,0
46,24.95,1165.9,Female,0,Yes,Yes,Yes,Yes,No,24.806382978723406,0
1,49.95,49.95,Female,0,No,No,Yes,Yes,DSL,24.975,1
22,69.25,1554.0,Female,0,Yes,No,Yes,No,Fiber optic,67.56521739130434,1
48,102.5,4904.25,Female,0,No,No,Yes,No,Fiber optic,100.08673469387755,0
64,86.55,5632.55,Male,0,No,No,Yes,Yes,DSL,86.65461538461538,0
72,24.3,1643.25,Male,0,Yes,Yes,Yes,Yes,No,22.51027397260274,0
12,58.35,740.55,Female,0,Yes,Yes,Yes,No,DSL,56.965384615384615,0
34,94.25,3217.55,Female,1,Yes,No,Yes,Yes,Fiber optic,91.93,1
72,68.75,4888.2,Female,0,Yes,Yes,Yes,No,DSL,66.96164383561644,0
29,85.8,2440.25,Male,0,Yes,No,Yes,Yes,Fiber optic,81.34166666666667,0
33,20.1,620.55,Male,0,Yes,Yes,Yes,No,No,18.251470588235293,0
1,20.35,20.35,Female,0,No,No,Yes,No,No,10.175,0
62,110.8,6840.95,Female,0,Yes,Yes,Yes,Yes,Fiber optic,108.58650793650793,0
41,73.0,3001.2,Male,0,Yes,No,Yes,Yes,DSL,71.45714285714286,1
64,100.05,6254.2,Female,0,No,No,Yes,Yes,Fiber optic,96.21846153846154,1
4,82.85,319.6,Female,0,No,No,Yes,No,Fiber optic,63.92,0
24,84.35,1938.05,Female,0,No,No,Yes,Yes,Fiber optic,77.52199999999999,0
14,19.55,294.5,Female,0,Yes,Yes,Yes,No,No,19.633333333333333,0
3,19.95,58.3,Male,0,No,Yes,Yes,No,No,14.575,0
4,99.8,442.85,Female,1,No,No,Yes,No,Fiber optic,88.57000000000001,1
18,35.0,553.0,Female,0,No,Yes,No,No phone service,DSL,29.105263157894736,1
8,66.25,546.45,Male,0,No,No,Yes,No,DSL,60.71666666666667,0
35,23.3,797.1,Female,0,No,No,Yes,Yes,No,22.141666666666666,0
1,76.0,76.0,Female,0,No,No,Yes,Yes,Fiber optic,38.0,1
66,25.3,1673.8,Male,0,No,Yes,Yes,Yes,No,24.982089552238804,0
8,44.55,343.45,Male,0,No,Yes,No,No phone service,DSL,38.16111111111111,0
71,104.1,7412.25,Female,0,Yes,No,Yes,Yes,Fiber optic,102.94791666666667,0
43,92.55,4039.0,Female,0,Yes,Yes,Yes,Yes,Fiber optic,91.79545454545455,0
2,93.85,170.85,Female,1,No,No,Yes,Yes,Fiber optic,56.949999999999996,1
29,101.45,2948.6,Male,1,No,No,Yes,No,Fiber optic,98.28666666666666,0
15,84.3,1308.4,Female,0,Yes,No,Yes,No,Fiber optic,81.775,1
65,94.55,6078.75,Male,0,Yes,Yes,Yes,Yes,Fiber optic,92.10227272727273,0
35,95.5,3418.2,Male,0,No,No,Yes,Yes,Fiber optic,94.94999999999999,0
64,100.3,6603.8,Male,0,No,No,Yes,No,Fiber optic,101.59692307692308,0
58,55.5,3166.9,Female,0,Yes,Yes,No,No phone service,DSL,53.67627118644068,0
18,49.85,865.75,Female,1,No,No,Yes,No,DSL,45.56578947368421,0
67,89.55,6373.1,Male,0,Yes,Yes,Yes,Yes,Fiber optic,93.72205882352942,0
63,19.15,1177.05,Male,0,Yes,Yes,Yes,No,No,18.39140625,0
60,99.8,5985.75,Female,0,Yes,No,Yes,Yes,Fiber optic,98.12704918032787,0
9,84.4,732.5,Male,1,No,No,Yes,Yes,Fiber optic,73.25,1
70,113.05,7869.05,Female,0,Yes,Yes,Yes,Yes,Fiber optic,110.83169014084507,0
15,101.1,1504.05,Male,0,Yes,No,Yes,Yes,Fiber optic,94.003125,1
48,19.95,936.7,Female,0,No,Yes,Yes,No,No,19.116326530612245,0
12,74.15,741.4,Male,0,Yes,No,Yes,No,DSL,57.03076923076923,0
71,92.0,6585.2,Male,1,Yes,No,Yes,Yes,Fiber optic,91.46111111111111,0
44,73.85,3122.4,Male,1,No,No,Yes,No,Fiber optic,69.38666666666667,0
1,50.45,50.45,Male,0,No,No,Yes,Yes,DSL,25.225,1
45,24.45,1088.25,Male,0,Yes,Yes,Yes,Yes,No,23.657608695652176,0
23,24.8,615.35,Female,0,No,No,Yes,Yes,No,25.639583333333334,0
43,64.85,2908.2,Female,0,Yes,No,Yes,Yes,DSL,66.09545454545454,0
35,20.75,739.9,Male,0,No,No,Yes,No,No,20.552777777777777,0
9,68.95,593.85,Male,0,Yes,No,Yes,No,DSL,59.385000000000005,0
12,99.95,1132.75,Male,0,No,No,Yes,Yes,Fiber optic,87.13461538461539,1
65,109.4,7227.45,Female,1,Yes,No,Yes,Yes,Fiber optic,109.50681818181818,0
2,91.4,193.6,Female,0,No,No,Yes,Yes,Fiber optic,64.53333333333333,1
27,49.0,1291.35,Male,0,No,No,Yes,Yes,DSL,46.11964285714286,0
40,50.25,2023.55,Female,0,No,No,Yes,No,DSL,49.354878048780485,0
5,75.55,349.65,Female,1,No,No,Yes,No,Fiber optic,58.275,1
8,19.9,153.95,Male,0,Yes,Yes,Yes,No,No,17.105555555555554,0
58,97.8,5458.8,Female,1,Yes,No,Yes,Yes,Fiber optic,92.52203389830508,0
52,100.3,5244.45,Female,0,Yes,Yes,Yes,No,Fiber optic,98.95188679245283,0
3,55.8,154.55,Male,0,Yes,No,Yes,No,DSL,38.6375,0
41,111.15,4507.15,Male,0,No,Yes,Yes,No,Fiber optic,107.31309523809523,0
20,98.55,2031.95,Male,0,No,No,Yes,Yes,Fiber optic,96.75952380952381,0
1,50.05,50.05,Male,0,No,Yes,Yes,Yes,DSL,25.025,0
4,80.8,332.45,Male,0,No,Yes,Yes,Yes,Fiber optic,66.49,1
23,20.85,473.9,Male,0,No,No,Yes,No,No,19.745833333333334,0
6,19.5,106.8,Female,1,No,No,Yes,No,No,15.257142857142856,0
8,19.35,152.6,Male,0,Yes,Yes,Yes,No,No,16.955555555555556,0
18,69.5,1199.4,Male,0,No,No,Yes,Yes,DSL,63.126315789473686,0
52,48.8,2555.05,Male,1,No,No,No,No phone service,DSL,48.20849056603774,0
31,94.5,2979.2,Male,0,No,No,Yes,No,Fiber optic,93.1,0
29,20.65,654.85,Male,0,Yes,Yes,Yes,No,No,21.828333333333333,0
36,106.05,3834.4,Female,0,Yes,No,Yes,Yes,Fiber optic,103.63243243243244,0
16,100.0,1534.75,Female,0,Yes,No,Yes,Yes,Fiber optic,90.27941176470588,1
42,108.3,4586.15,Male,0,Yes,No,Yes,Yes,Fiber optic,106.65465116279069,0
1,20.55,20.55,Male,0,No,No,Yes,No,No,10.275,1
60,99.65,5941.05,Female,0,No,No,Yes,No,Fiber optic,97.39426229508197,0
5,85.3,424.15,Male,0,No,No,Yes,Yes,Fiber optic,70.69166666666666,1
22,95.9,2234.95,Male,0,Yes,No,Yes,Yes,Fiber optic,97.17173913043477,0
36,20.0,666.75,Male,0,Yes,No,Yes,No,No,18.02027027027027,0
4,70.4,281.0,Female,0,No,No,Yes,No,Fiber optic,56.2,1
9,64.95,547.8,Male,0,No,No,Yes,No,DSL,54.779999999999994,0
1,74.6,74.6,Male,0,Yes,Yes,Yes,No,Fiber optic,37.3,0
12,49.2,571.15,Male,0,Yes,Yes,Yes,No,DSL,43.934615384615384,0
23,73.75,1756.6,Female,0,No,No,Yes,Yes,DSL,73.19166666666666,0
62,92.3,5731.45,Male,0,No,No,Yes,Yes,Fiber optic,90.97539682539683,0
37,98.8,3475.55,Male,0,No,No,Yes,Yes,Fiber optic,91.46184210526316,1
8,19.2,156.85,Female,0,No,No,Yes,No,No,17.427777777777777,0
31,88.65,2683.2,Male,0,Yes,No,Yes,Yes,Fiber optic,83.85,0
13,74.4,896.75,Male,0,Yes,Yes,Yes,Yes,Fiber optic,64.05357142857143,1
24,98.75,2407.3,Female,0,No,No,Yes,Yes,Fiber optic,96.292,1
45,95.95,4456.65,Male,0,Yes,Yes,Yes,Yes,Fiber optic,96.8836956521739,0
69,105.4,6998.95,Female,1,Yes,No,Yes,Yes,Fiber optic,99.985,0
2,20.25,36.8,Male,0,No,No,Yes,No,No,12.266666666666666,0
61,106.0,6547.7,Male,0,Yes,Yes,Yes,Yes,Fiber optic,105.60806451612903,1
41,104.7,4346.4,Male,0,No,No,Yes,Yes,Fiber optic,103.48571428571428,1
44,49.05,2265.0,Female,0,No,No,No,No phone service,DSL,50.333333333333336,0
39,35.55,1309.15,Male,0,No,No,No,No phone service,DSL,32.728750000000005,0
72,65.1,4754.3,Male,0,Yes,Yes,No,No phone service,DSL,65.12739726027398,0
13,96.85,1235.55,Female,1,No,No,Yes,No,Fiber optic,88.25357142857142,0
51,69.75,3562.5,Female,0,Yes,Yes,Yes,No,DSL,68.50961538461539,0
71,99.2,7213.75,Female,1,Yes,No,Yes,No,Fiber optic,100.19097222222223,0
22,96.7,2082.95,Male,1,No,No,Yes,Yes,Fiber optic,90.56304347826087,1
2,55.05,102.75,Female,0,No,No,Yes,No,DSL,34.25,1
56,106.8,5914.4,Female,0,No,No,Yes,Yes,Fiber optic,103.76140350877192,0
1,51.25,51.25,Male,0,No,No,Yes,No,DSL,25.625,0
23,57.75,1282.85,Female,0,Yes,Yes,Yes,No,DSL,53.45208333333333,0
66,70.85,4738.85,Female,1,Yes,No,Yes,Yes,DSL,70.72910447761194,0
1,19.55,19.55,Female,0,No,No,Yes,No,No,9.775,0
19,88.2,1775.8,Male,1,No,No,Yes,Yes,Fiber optic,88.78999999999999,1
11,79.5,795.65,Male,0,No,No,Yes,No,Fiber optic,66.30416666666666,0
8,19.75,145.0,Female,0,Yes,Yes,Yes,No,No,16.11111111111111,1
52,98.15,4993.4,Female,0,Yes,Yes,Yes,Yes,Fiber optic,94.21509433962264,0
3,20.25,61.45,Male,0,No,No,Yes,No,No,15.3625,0
51,79.15,4018.55,Female,0,Yes,Yes,Yes,No,Fiber optic,77.2798076923077,0
15,75.65,1146.65,Male,1,No,No,Yes,Yes,Fiber optic,71.665625,1
64,94.25,6081.4,Male,1,Yes,No,Yes,Yes,Fiber optic,93.55999999999999,0
37,40.2,1478.85,Female,0,No,No,No,No phone service,DSL,38.91710526315789,0
13,19.95,243.65,Male,0,No,No,Yes,No,No,17.40357142857143,0
49,55.35,2633.95,Male,0,Yes,No,Yes,Yes,DSL,52.678999999999995,0
45,102.15,4735.35,Female,1,No,No,Yes,Yes,Fiber optic,102.94239130434784,0
18,71.1,1247.75,Female,0,No,No,Yes,No,Fiber optic,65.67105263157895,0
1,74.7,74.7,Male,1,No,No,Yes,Yes,Fiber optic,37.35,1
68,54.1,3794.5,Male,0,Yes,No,No,No phone service,DSL,54.992753623188406,0
54,19.65,1008.7,Male,0,No,No,Yes,No,No,18.34,0
23,88.45,2130.55,Female,1,Yes,Yes,Yes,No,Fiber optic,88.77291666666667,0
17,76.65,1313.55,Male,0,No,No,Yes,No,Fiber optic,72.975,1
71,80.4,5727.15,Male,0,Yes,No,Yes,Yes,DSL,79.54374999999999,0
67,19.25,1372.9,Female,0,Yes,Yes,Yes,No,No,20.189705882352943,0
14,84.8,1203.9,Female,0,Yes,Yes,Yes,Yes,Fiber optic,80.26,0
1,25.8,25.8,Female,1,No,No,No,No phone service,DSL,12.9,1
63,19.5,1215.1,Female,0,No,Yes,Yes,No,No,18.9859375,0
41,68.6,2877.05,Female,0,No,No,Yes,Yes,DSL,68.50119047619049,0
17,92.6,1579.7,Female,0,Yes,No,Yes,Yes,Fiber optic,87.76111111111112,0
56,100.55,5514.95,Male,0,Yes,No,Yes,Yes,Fiber optic,96.75350877192982,0
5,20.55,96.1,Female,0,No,No,Yes,No,No,16.016666666666666,0
2,42.6,72.4,Female,0,No,No,No,No phone service,DSL,24.133333333333336,1
3,19.6,55.25,Female,0,Yes,No,Yes,No,No,13.8125,0
37,67.45,2443.3,Male,0,No,No,Yes,Yes,DSL,64.29736842105264,0
29,68.85,1970.5,Female,0,No,No,Yes,No,DSL,65.68333333333334,1
8,43.55,335.4,Male,0,No,No,Yes,No,DSL,37.266666666666666,0
63,109.85,7002.95,Female,0,No,No,Yes,Yes,Fiber optic,109.42109375,0
7,20.65,158.95,Female,0,Yes,Yes,Yes,No,No,19.86875,0
3,95.4,293.15,Female,0,No,No,Yes,No,Fiber optic,73.2875,0
72,21.0,1493.75,Male,0,Yes,Yes,Yes,No,No,20.46232876712329,0
19,56.2,1093.4,Female,0,No,No,Yes,No,DSL,54.67,0
59,18.4,1057.85,Female,0,Yes,No,Yes,No,No,17.63083333333333,0
2,90.0,190.05,Male,0,Yes,Yes,Yes,No,Fiber optic,63.35,1
35,25.75,882.55,Female,0,Yes,Yes,Yes,Yes,No,24.515277777777776,0
14,19.6,300.4,Male,0,No,No,Yes,No,No,20.026666666666664,0
14,75.35,1025.95,Female,0,No,No,Yes,No,Fiber optic,68.39666666666668,1
69,19.8,1436.95,Female,0,Yes,Yes,Yes,No,No,20.527857142857144,0
7,64.2,475.0,Male,1,Yes,No,Yes,Yes,DSL,59.375,0
69,75.75,5388.15,Male,0,Yes,Yes,Yes,No,DSL,76.97357142857142,0
72,78.95,5730.15,Female,0,Yes,Yes,Yes,Yes,DSL,78.49520547945205,0
8,100.85,819.55,Male,0,No,No,Yes,Yes,Fiber optic,91.0611111111111,1
4,50.3,217.1,Female,0,Yes,Yes,Yes,No,DSL,43.42,0
63,80.3,4896.35,Male,0,Yes,Yes,Yes,No,Fiber optic,76.50546875,0
72,19.85,1434.1,Male,0,No,No,Yes,No,No,19.645205479452052,0
46,21.1,937.1,Female,0,No,No,Yes,No,No,19.938297872340424,0
5,69.95,330.15,Female,0,Yes,No,Yes,No,Fiber optic,55.025,1
30,50.0,1474.9,Male,0,Yes,No,Yes,No,DSL,47.57741935483871,0
63,104.75,6536.5,Male,0,No,No,Yes,Yes,Fiber optic,102.1328125,0
60,19.85,1128.1,Female,0,No,No,Yes,No,No,18.49344262295082,0
63,107.5,6873.75,Female,0,Yes,No,Yes,Yes,Fiber optic,107.40234375,1
25,85.9,2199.05,Male,0,Yes,Yes,Yes,No,Fiber optic,84.57884615384616,0
1,45.85,45.85,Male,0,No,No,Yes,No,DSL,22.925,1
6,80.8,457.1,Male,1,Yes,No,Yes,Yes,Fiber optic,65.3,0
22,25.25,566.5,Male,0,No,No,Yes,Yes,No,24.630434782608695,0
31,80.55,2471.6,Female,0,Yes,Yes,Yes,Yes,DSL,77.2375,0
39,81.5,3107.3,Female,0,Yes,Yes,Yes,No,Fiber optic,77.6825,0
26,20.9,518.3,Male,0,No,No,Yes,No,No,19.196296296296296,0
53,106.1,5769.75,Female,0,Yes,No,Yes,No,Fiber optic,106.84722222222223,1
1,91.7,91.7,Female,0,No,No,Yes,No,Fiber optic,45.85,1
12,67.25,832.3,Male,0,No,No,Yes,Yes,DSL,64.02307692307691,0
16,95.6,1555.65,Female,0,No,No,Yes,Yes,Fiber optic,91.50882352941177,1
2,20.35,45.3,Female,0,No,No,Yes,No,No,15.1,0
39,45.05,1790.6,Male,0,No,Yes,No,No phone service,DSL,44.765,0
1,74.95,74.95,Male,0,No,No,Yes,Yes,Fiber optic,37.475,1
7,34.65,246.6,Female,0,Yes,Yes,No,No phone service,DSL,30.825,0
4,69.35,261.65,Male,1,No,No,Yes,No,Fiber optic,52.33,0
10,95.35,898.35,Male,1,No,No,Yes,Yes,Fiber optic,81.66818181818182,1
55,81.55,4509.5,Female,0,No,No,Yes,No,Fiber optic,80.52678571428571,0
